Date,Close
2006-12-31,100.0
2007-01-01,99.46520248941017
2007-01-02,100.47214387252505
2007-01-03,100.70737540709518
2007-01-04,101.21362888548519
2007-01-05,100.34000884517877
2007-01-08,100.27661462566218
2007-01-09,102.85646484626444
2007-01-10,101.54093574313299
2007-01-11,103.12348051410827
2007-01-12,103.1783335702649
2007-01-15,105.19539926593433
2007-01-16,105.36367351064033
2007-01-17,109.22238085605522
2007-01-18,111.05122069077483
2007-01-19,110.45898019435741
2007-01-22,113.06262484513398
2007-01-23,112.18700596467215
2007-01-24,112.46634599200172
2007-01-25,115.04733710353689
2007-01-26,114.36379706837725
2007-01-29,114.24799248133286
2007-01-30,116.32175084011615
2007-01-31,118.11919085698095
2007-02-01,116.01658492722922
2007-02-02,115.12159299680584
2007-02-05,114.88717315194243
2007-02-06,113.68854919266238
2007-02-07,114.62450208654948
2007-02-08,115.56180692488027
2007-02-09,116.37687998593394
2007-02-12,115.57347213510214
2007-02-13,117.15841251484123
2007-02-14,115.50776649702259
2007-02-15,114.5085188735725
2007-02-16,115.22904944880534
2007-02-19,112.05851346021282
2007-02-20,111.36077862586949
2007-02-21,114.96293547905083
2007-02-22,114.762669410301
2007-02-23,116.65380539139139
2007-02-26,118.69929765194559
2007-02-27,119.457483164152
2007-02-28,118.42822033535808
2007-03-01,118.38798079713413
2007-03-02,118.73662998690091
2007-03-05,120.8900898146703
2007-03-06,120.44752009978608
2007-03-07,121.84149230554301
2007-03-08,123.55680377883056
2007-03-09,122.75909553864486
2007-03-12,123.32264063070247
2007-03-13,125.18340093406219
2007-03-14,124.51749564722945
2007-03-15,124.20952331758252
2007-03-16,123.99114410279677
2007-03-19,124.20550295607842
2007-03-20,122.83844043058154
2007-03-21,122.76791197602842
2007-03-22,125.39638723704667
2007-03-23,122.88677744557639
2007-03-26,122.69862565671343
2007-03-27,124.49825692971525
2007-03-28,123.54774141018936
2007-03-29,124.43850252655918
2007-03-30,123.48244706522327
2007-04-02,121.86337845993987
2007-04-03,123.56384364011757
2007-04-04,124.59456862722156
2007-04-05,125.22587748507928
2007-04-06,125.94239770089592
2007-04-09,126.07641709230212
2007-04-10,127.96837813660203
2007-04-11,129.06256270231196
2007-04-12,131.0177494756762
2007-04-13,133.5992256531442
2007-04-16,134.3991112390624
2007-04-17,134.8801026039328
2007-04-18,134.53172366703825
2007-04-19,139.52798354845388
2007-04-20,140.9533170315451
2007-04-23,140.87359015262135
2007-04-24,141.2138353759324
2007-04-25,142.53912744841512
2007-04-26,144.22197047200575
2007-04-27,143.4031580725764
2007-04-30,143.05040728164064
2007-05-01,143.52599892154632
2007-05-02,143.66660499890975
2007-05-03,145.31004633851182
2007-05-04,147.49362096516305
2007-05-07,148.1521165350225
2007-05-08,146.44888317275453
2007-05-09,148.10040077693102
2007-05-10,148.25095007621724
2007-05-11,148.6808487449259
2007-05-14,147.1236285342314
2007-05-15,149.25924569525398
2007-05-16,149.38272673406038
2007-05-17,148.32498170640233
2007-05-18,150.96602552494383
2007-05-21,151.0689801595729
2007-05-22,148.7473900722234
2007-05-23,148.13132035860116
2007-05-24,150.97559632042396
2007-05-25,154.12254592815094
2007-05-28,152.73882970866302
2007-05-29,154.4318119314353
2007-05-30,154.15300656849033
2007-05-31,155.94151242310832
2007-06-01,155.62320581891487
2007-06-04,154.95769635008145
2007-06-05,157.87799774244397
2007-06-06,157.90527355759707
2007-06-07,159.45565625947782
2007-06-08,160.74037204115086
2007-06-11,164.46240440378767
2007-06-12,160.94814876543143
2007-06-13,160.35964151079548
2007-06-14,161.96988491138512
2007-06-15,161.78314913486744
2007-06-18,159.22582350185024
2007-06-19,159.4481271391104
2007-06-20,160.95331927706485
2007-06-21,163.85150613102851
2007-06-22,164.92885224970894
2007-06-25,168.06291643992
2007-06-26,165.54762185742882
2007-06-27,166.43978982278307
2007-06-28,166.22378697138433
2007-06-29,166.4017221362177
2007-07-02,163.36792507179135
2007-07-03,165.4346463345983
2007-07-04,164.49610708234817
2007-07-05,165.16727791054853
2007-07-06,165.06057091504874
2007-07-09,166.36232941046094
2007-07-10,166.66025994677764
2007-07-11,169.9708656157474
2007-07-12,173.22076010675525
2007-07-13,170.84484893595257
2007-07-16,170.309562155111
2007-07-17,172.51094721149195
2007-07-18,173.8409925294933
2007-07-19,172.2565601758961
2007-07-20,172.2876543910997
2007-07-23,174.75774251803963
2007-07-24,174.4648776215315
2007-07-25,179.548383533298
2007-07-26,177.93359881341775
2007-07-27,177.97164342083977
2007-07-30,178.4474777562981
2007-07-31,177.20855960335035
2007-08-01,175.97593368556457
2007-08-02,177.18962822507055
2007-08-03,175.9856121152729
2007-08-06,179.36060115406315
2007-08-07,179.0978208438859
2007-08-08,180.78546174637845
2007-08-09,177.0543653308298
2007-08-10,177.77410477644887
2007-08-13,177.29343280251715
2007-08-14,179.9336768310062
2007-08-15,180.32411928140158
2007-08-16,180.0020821084981
2007-08-17,178.95841582398407
2007-08-20,177.18480201077577
2007-08-21,178.02362914449864
2007-08-22,178.80906165138458
2007-08-23,182.1080435993314
2007-08-24,179.2542752043986
2007-08-27,174.5216963475205
2007-08-28,176.80411218169152
2007-08-29,179.73351319763577
2007-08-30,182.31698017046435
2007-08-31,180.18216796157895
2007-09-03,179.97657532255366
2007-09-04,179.18590107785775
2007-09-05,178.1702187812259
2007-09-06,177.51422791156307
2007-09-07,178.22710632676896
2007-09-10,175.758195495385
2007-09-11,181.03509826958927
2007-09-12,182.29708135222654
2007-09-13,183.32772366876537
2007-09-14,184.15084253229927
2007-09-17,184.39166568500428
2007-09-18,187.61886127174049
2007-09-19,186.98587694325343
2007-09-20,189.84210051287846
2007-09-21,188.46002037329538
2007-09-24,189.2940003882607
2007-09-25,185.28354125731812
2007-09-26,185.8762846755506
2007-09-27,188.68882737578622
2007-09-28,186.36245930171415
2007-10-01,188.4750147975741
2007-10-02,191.5341563515871
2007-10-03,192.46399073688033
2007-10-04,190.4263660683223
2007-10-05,191.7883499340148
2007-10-08,192.50429766803282
2007-10-09,191.96167972576475
2007-10-10,190.9367617758442
2007-10-11,190.74113710117567
2007-10-12,188.97654127637918
2007-10-15,188.2228956894942
2007-10-16,187.4633249825726
2007-10-17,187.229608982564
2007-10-18,191.4886665364721
2007-10-19,191.2930363251636
2007-10-22,191.30931136284494
2007-10-23,191.87380681884935
2007-10-24,193.0279452909468
2007-10-25,193.48120528521406
2007-10-26,190.69188247909324
2007-10-29,190.71071571536478
2007-10-30,190.8234313117264
2007-10-31,186.9135673739395
2007-11-01,190.28453867297327
2007-11-02,192.56998871835418
2007-11-05,192.43374047232047
2007-11-06,195.12247292530319
2007-11-07,197.3487015688335
2007-11-08,195.08130591178866
2007-11-09,197.1417920889481
2007-11-12,200.16786194349726
2007-11-13,197.5352132519716
2007-11-14,199.66495392480329
2007-11-15,202.55957179139207
2007-11-16,202.0677645879836
2007-11-19,207.1075173692957
2007-11-20,209.06735951584295
2007-11-21,211.50486668530033
2007-11-22,211.42531049972183
2007-11-23,207.81153575961747
2007-11-26,213.09738275145648
2007-11-27,213.63061665862503
2007-11-28,214.23282300251208
2007-11-29,213.56226741907102
2007-11-30,211.96742542894017
2007-12-03,215.1936854292414
2007-12-04,219.73125179581666
2007-12-05,215.7523743723699
2007-12-06,218.8489118167804
2007-12-07,217.8234844645208
2007-12-10,220.03544317510298
2007-12-11,221.21687496366823
2007-12-12,223.76470252220116
2007-12-13,223.51779485784564
2007-12-14,224.65914443914832
2007-12-17,221.49729251404958
2007-12-18,221.0951809454723
2007-12-19,220.14806977792364
2007-12-20,219.83964636504209
2007-12-21,217.7451174524589
2007-12-24,217.79104891848044
2007-12-25,218.14562515163604
2007-12-26,217.7434349671481
2007-12-27,217.22330290253845
2007-12-28,215.48280033584447
2007-12-31,215.94415258413062
2008-01-01,218.0443541691832
2008-01-02,217.49573306624174
2008-01-03,221.24365614387526
2008-01-04,224.38533619940793
2008-01-07,227.33261937595572
2008-01-08,223.68400759885208
2008-01-09,227.77039178253688
2008-01-10,225.74947461219557
2008-01-11,228.4571827468119
2008-01-14,229.40434443896743
2008-01-15,230.84601263342353
2008-01-16,231.04323725555696
2008-01-17,232.91058612484167
2008-01-18,236.68696835620113
2008-01-21,235.09352891720692
2008-01-22,237.54953163731923
2008-01-23,237.02177142957373
2008-01-24,238.68749551082317
2008-01-25,241.7682262136348
2008-01-28,241.84941554323828
2008-01-29,240.34034565997717
2008-01-30,241.6299614611435
2008-01-31,240.18691748800939
2008-02-01,243.67579101952538
2008-02-04,242.98681313206276
2008-02-05,248.06957410218575
2008-02-06,251.18830772128157
2008-02-07,251.13881674831848
2008-02-08,256.11873766717434
2008-02-11,256.5917806400036
2008-02-12,259.79503148994496
2008-02-13,258.00513887591757
2008-02-14,255.41741202172483
2008-02-15,253.2190022114667
2008-02-18,255.31950236765903
2008-02-19,256.663631848238
2008-02-20,256.44699022420735
2008-02-21,256.1390977261635
2008-02-22,262.61133155494167
2008-02-25,258.5479766982669
2008-02-26,259.72082462022695
2008-02-27,260.8370786800209
2008-02-28,264.2560147570999
2008-02-29,257.42448742278
2008-03-03,256.6973547171689
2008-03-04,254.182459901777
2008-03-05,257.48881149043945
2008-03-06,259.278255172812
2008-03-07,257.8380878479286
2008-03-10,253.84541089834204
2008-03-11,255.9359921697564
2008-03-12,254.9579137232344
2008-03-13,256.0521723105851
2008-03-14,256.01342328777315
2008-03-17,260.41615101695294
2008-03-18,259.68087528154615
2008-03-19,263.829719727605
2008-03-20,267.9382289454563
2008-03-21,270.19315740432603
2008-03-24,269.8521925986395
2008-03-25,276.53479059094207
2008-03-26,274.98665637092074
2008-03-27,272.1918669636316
2008-03-28,274.82913810019517
2008-03-31,276.6242646186698
2008-04-01,278.6177306686207
2008-04-02,281.13709185966565
2008-04-03,285.1194675003321
2008-04-04,285.98699878688933
2008-04-07,289.00096567453886
2008-04-08,294.19351236547436
2008-04-09,289.7926779496802
2008-04-10,290.90396378108784
2008-04-11,288.5420591010582
2008-04-14,290.16674806135825
2008-04-15,292.37320364459134
2008-04-16,292.5987575973602
2008-04-17,289.8931611709692
2008-04-18,292.4033994992837
2008-04-21,293.52073355876024
2008-04-22,292.63759119595034
2008-04-23,287.2885633102603
2008-04-24,287.395574666118
2008-04-25,288.30062380674167
2008-04-28,282.775099920064
2008-04-29,288.5441274616845
2008-04-30,283.89228073298955
2008-05-01,283.75031008499985
2008-05-02,289.3191485825072
2008-05-05,290.52843506443395
2008-05-06,290.21784520078586
2008-05-07,289.52048003429786
2008-05-08,291.6786083782912
2008-05-09,294.8299677936648
2008-05-12,299.57467274832925
2008-05-13,296.37934139829645
2008-05-14,292.1359319771374
2008-05-15,291.9344707949729
2008-05-16,285.5743216141597
2008-05-19,285.2850941357681
2008-05-20,287.77985784961663
2008-05-21,287.37410409464155
2008-05-22,289.82574283726314
2008-05-23,288.3723297416975
2008-05-26,283.99653538270695
2008-05-27,282.4687924269525
2008-05-28,283.58635216481844
2008-05-29,282.3606373851327
2008-05-30,286.7880824139351
2008-06-02,288.84028146630516
2008-06-03,292.1615914352958
2008-06-04,288.27616141245255
2008-06-05,287.903430253112
2008-06-06,289.7830181792542
2008-06-09,296.9190993024822
2008-06-10,294.8518747326973
2008-06-11,294.5308235993719
2008-06-12,293.60170998449564
2008-06-13,293.48202465394877
2008-06-16,289.521694672721
2008-06-17,288.35362736889385
2008-06-18,287.6829444633065
2008-06-19,287.0874142332193
2008-06-20,288.45605840813226
2008-06-23,286.56196111544716
2008-06-24,287.6788691297395
2008-06-25,284.34036530501953
2008-06-26,285.6555642594332
2008-06-27,283.8282733435771
2008-06-30,280.4202868993042
2008-07-01,283.3585901431789
2008-07-02,281.8748333090724
2008-07-03,276.44658244515335
2008-07-04,275.01889094128245
2008-07-07,273.5834820969267
2008-07-08,267.9223482900349
2008-07-09,269.3311466749143
2008-07-10,261.86555353183195
2008-07-11,266.54628966305825
2008-07-14,270.58990126220436
2008-07-15,269.64461707034627
2008-07-16,264.5121233742061
2008-07-17,268.0357805851596
2008-07-18,273.42631349011515
2008-07-21,270.23210066943915
2008-07-22,270.48968945807235
2008-07-23,272.2351239951271
2008-07-24,273.8115352764249
2008-07-25,275.2256889242439
2008-07-28,276.9806462421906
2008-07-29,272.7825727142079
2008-07-30,273.5309257267194
2008-07-31,266.8427900464719
2008-08-01,265.8327330400608
2008-08-04,264.0554806814272
2008-08-05,264.6391842547911
2008-08-06,256.87070345870956
2008-08-07,255.3293000503381
2008-08-08,261.28523581133584
2008-08-11,260.7392238700415
2008-08-12,266.48083759149756
2008-08-13,266.1563658680799
2008-08-14,268.3730077422533
2008-08-15,262.69855853147
2008-08-18,265.09083376574193
2008-08-19,268.28988383124124
2008-08-20,270.71304112747583
2008-08-21,270.3021589528007
2008-08-22,274.9992573147596
2008-08-25,273.410927864064
2008-08-26,273.60134716859756
2008-08-27,269.34935754064713
2008-08-28,270.98417686451984
2008-08-29,268.0142076924772
2008-09-01,269.83112989274883
2008-09-02,274.61306956006985
2008-09-03,281.1011111906285
2008-09-04,288.30436859836743
2008-09-05,290.7174584913404
2008-09-08,290.3774588691494
2008-09-09,289.0427937042805
2008-09-10,289.3535819542474
2008-09-11,287.5343145885656
2008-09-12,286.79391985594214
2008-09-15,288.3270701054929
2008-09-16,290.46394730671364
2008-09-17,295.51550281092204
2008-09-18,293.905293265118
2008-09-19,290.89128239865886
2008-09-22,298.5458974079563
2008-09-23,302.65030161142164
2008-09-24,304.2920083061316
2008-09-25,302.25008139718744
2008-09-26,307.94727596806723
2008-09-29,310.74274521387275
2008-09-30,312.24371542977576
2008-10-01,305.215963499845
2008-10-02,306.2678887321119
2008-10-03,302.37938797061895
2008-10-06,298.82897091561296
2008-10-07,294.9571671385728
2008-10-08,298.40591013849877
2008-10-09,296.884510807054
2008-10-10,298.94072155098905
2008-10-13,302.32550318553587
2008-10-14,298.50256602762795
2008-10-15,291.79886307560935
2008-10-16,296.2344366016259
2008-10-17,300.3743502674227
2008-10-20,302.3903459399253
2008-10-21,305.0758454946481
2008-10-22,308.695956425249
2008-10-23,309.2945841478048
2008-10-24,300.4150917961265
2008-10-27,296.010289214932
2008-10-28,296.12552328871783
2008-10-29,296.43994651696096
2008-10-30,300.5782400063929
2008-10-31,301.20178272372294
2008-11-03,300.9154955863371
2008-11-04,306.514781883857
2008-11-05,308.0535223622341
2008-11-06,311.7594528132721
2008-11-07,312.8382275817287
2008-11-10,313.62830721130376
